history_id,donor_id,contact_type,contact_date,contact_outcome,campaign_id,staff_member,notes,valid_from,valid_to,is_current
69665,2066,Email,2023-08-15,Delivered,107.0,Sarah M,Email contact - Delivered,2023-08-15,,False
69666,2066,Phone,2024-09-12,Successful,132.0,Ahmed R,Phone contact - Successful,2024-09-12,,True
69667,1855,Email,2023-02-09,Delivered,,Ahmed R,Email contact - Delivered,2023-02-09,,False
69668,1855,SMS,2024-06-27,Delivered,120.0,Sarah M,SMS contact - Delivered,2024-06-27,,False
69669,1855,Email,2023-02-22,Delivered,114.0,Emily L,Email contact - Delivered,2023-02-22,,False
69670,1855,SMS,2024-09-22,No Answer,134.0,Emily L,SMS contact - No Answer,2024-09-22,,False
69671,1855,SMS,2023-02-14,Successful,,James K,SMS contact - Successful,2023-02-14,,False
69672,1855,SMS,2023-03-02,Delivered,,James K,SMS contact - Delivered,2023-03-02,,False
69673,1855,Phone,2024-11-04,Successful,,Emily L,Phone contact - Successful,2024-11-04,,False
69674,1855,Email,2023-10-05,Delivered,,James K,Email contact - Delivered,2023-10-05,,False
69675,1855,Email,2024-01-30,Delivered,113.0,Emily L,Email contact - Delivered,2024-01-30,,False
69676,1855,Email,2024-03-02,Delivered,112.0,Sarah M,Email contact - Delivered,2024-03-02,,False
69677,1855,Email,2023-12-13,Successful,124.0,Sarah M,Email contact - Successful,2023-12-13,,False
69678,1855,Phone,2024-09-05,No Answer,123.0,James K,Phone contact - No Answer,2024-09-05,,False
69679,1855,SMS,2023-01-22,Successful,104.0,Ahmed R,SMS contact - Successful,2023-01-22,,False
69680,1855,SMS,2023-01-03,Successful,132.0,Ahmed R,SMS contact - Successful,2023-01-03,,False
69681,1855,Direct Mail,2024-08-16,Delivered,,Priya S,Direct Mail contact - Delivered,2024-08-16,,True
69682,3461,Email,2024-04-15,Bounced,,Ahmed R,Email contact - Bounced,2024-04-15,,False
69683,3461,Phone,2024-09-01,Successful,,James K,Phone contact - Successful,2024-09-01,,False
69684,3461,Email,2024-04-04,Delivered,101.0,James K,Email contact - Delivered,2024-04-04,,False
69685,3461,Email,2023-11-23,Delivered,,James K,Email contact - Delivered,2023-11-23,,False
69686,3461,Email,2023-08-16,Successful,,Emily L,Email contact - Successful,2023-08-16,,False
69687,3461,Direct Mail,2024-02-15,Delivered,102.0,James K,Direct Mail contact - Delivered,2024-02-15,,False
69688,3461,Direct Mail,2023-12-02,Bounced,,Ahmed R,Direct Mail contact - Bounced,2023-12-02,,False
69689,3461,SMS,2024-01-20,Delivered,102.0,Ahmed R,SMS contact - Delivered,2024-01-20,,False
69690,3461,SMS,2023-02-19,Delivered,127.0,Priya S,SMS contact - Delivered,2023-02-19,,False
69691,3461,SMS,2023-06-21,Successful,131.0,James K,SMS contact - Successful,2023-06-21,,False
69692,3461,Direct Mail,2023-06-17,Delivered,,Ahmed R,Direct Mail contact - Delivered,2023-06-17,,True
69693,1752,Phone,2023-09-18,Successful,,Priya S,Phone contact - Successful,2023-09-18,,False
69694,1752,Phone,2024-03-28,Successful,114.0,Emily L,Phone contact - Successful,2024-03-28,,False
69695,1752,Phone,2024-03-31,No Answer,122.0,James K,Phone contact - No Answer,2024-03-31,,False
69696,1752,SMS,2024-05-20,Delivered,105.0,Emily L,SMS contact - Delivered,2024-05-20,,False
69697,1752,SMS,2023-06-20,Delivered,101.0,Sarah M,SMS contact - Delivered,2023-06-20,,False
69698,1752,SMS,2023-05-21,Successful,129.0,Emily L,SMS contact - Successful,2023-05-21,,False
69699,1752,Direct Mail,2023-05-30,Delivered,109.0,James K,Direct Mail contact - Delivered,2023-05-30,,False
69700,1752,Phone,2024-07-17,Successful,106.0,Priya S,Phone contact - Successful,2024-07-17,,False
69701,1752,Email,2023-11-04,Bounced,101.0,Emily L,Email contact - Bounced,2023-11-04,,False
69702,1752,SMS,2023-11-09,Delivered,121.0,Ahmed R,SMS contact - Delivered,2023-11-09,,False
69703,1752,Email,2024-05-03,Successful,109.0,Sarah M,Email contact - Successful,2024-05-03,,False
69704,1752,Email,2023-06-07,Opted Out,,Priya S,Email contact - Opted Out,2023-06-07,2023-10-12,False
69705,1752,Email,2024-11-14,Delivered,116.0,James K,Email contact - Delivered,2024-11-14,,False
69706,1752,SMS,2024-01-16,Delivered,130.0,Emily L,SMS contact - Delivered,2024-01-16,,False
69707,1752,Phone,2023-04-12,No Answer,111.0,Sarah M,Phone contact - No Answer,2023-04-12,,True
69708,7161,SMS,2024-01-24,Bounced,,Ahmed R,SMS contact - Bounced,2024-01-24,,False
69709,7161,Phone,2023-11-26,No Answer,,Priya S,Phone contact - No Answer,2023-11-26,,True
69710,3813,Direct Mail,2024-03-20,Delivered,120.0,Ahmed R,Direct Mail contact - Delivered,2024-03-20,,False
69711,3813,SMS,2023-11-13,Delivered,113.0,Priya S,SMS contact - Delivered,2023-11-13,,False
69712,3813,SMS,2023-05-11,Delivered,104.0,Priya S,SMS contact - Delivered,2023-05-11,,False
69713,3813,Email,2023-08-15,Delivered,,Ahmed R,Email contact - Delivered,2023-08-15,,False
69714,3813,Direct Mail,2023-11-17,Delivered,,Sarah M,Direct Mail contact - Delivered,2023-11-17,,True
69715,5531,Email,2023-06-30,Bounced,119.0,Sarah M,Email contact - Bounced,2023-06-30,,False
69716,5531,SMS,2024-02-09,Successful,105.0,Priya S,SMS contact - Successful,2024-02-09,,False
69717,5531,Direct Mail,2023-05-20,Delivered,116.0,James K,Direct Mail contact - Delivered,2023-05-20,,False
69718,5531,Email,2023-07-10,Bounced,106.0,Emily L,Email contact - Bounced,2023-07-10,,False
69719,5531,Phone,2023-08-12,Successful,107.0,James K,Phone contact - Successful,2023-08-12,,False
69720,5531,Email,2023-01-02,Delivered,127.0,James K,Email contact - Delivered,2023-01-02,,False
69721,5531,Email,2024-11-05,Bounced,118.0,Emily L,Email contact - Bounced,2024-11-05,,False
69722,5531,SMS,2024-04-13,Delivered,106.0,Priya S,SMS contact - Delivered,2024-04-13,,False
69723,5531,SMS,2023-07-22,Opted Out,108.0,Sarah M,SMS contact - Opted Out,2023-07-22,2023-11-25,False
69724,5531,SMS,2023-01-14,Bounced,133.0,Priya S,SMS contact - Bounced,2023-01-14,,True
69725,4620,Direct Mail,2023-05-20,Delivered,,Ahmed R,Direct Mail contact - Delivered,2023-05-20,,False
69726,4620,Email,2024-03-02,Delivered,106.0,James K,Email contact - Delivered,2024-03-02,,False
69727,4620,Email,2024-07-20,Delivered,,Emily L,Email contact - Delivered,2024-07-20,,False
69728,4620,Email,2024-05-26,Delivered,120.0,Priya S,Email contact - Delivered,2024-05-26,,False
69729,4620,SMS,2024-03-28,Bounced,,Priya S,SMS contact - Bounced,2024-03-28,,False
69730,4620,Direct Mail,2023-08-23,Delivered,113.0,Priya S,Direct Mail contact - Delivered,2023-08-23,,False
69731,4620,Direct Mail,2023-02-03,Delivered,118.0,James K,Direct Mail contact - Delivered,2023-02-03,,False
69732,4620,Phone,2024-03-19,Successful,113.0,Sarah M,Phone contact - Successful,2024-03-19,,False
69733,4620,Phone,2024-09-19,Successful,,James K,Phone contact - Successful,2024-09-19,,False
69734,4620,Direct Mail,2023-11-28,Delivered,108.0,Ahmed R,Direct Mail contact - Delivered,2023-11-28,,False
69735,4620,Email,2024-07-31,Delivered,,Priya S,Email contact - Delivered,2024-07-31,,False
69736,4620,Phone,2023-11-29,No Answer,,Priya S,Phone contact - No Answer,2023-11-29,,False
69737,4620,Phone,2024-08-03,No Answer,,Priya S,Phone contact - No Answer,2024-08-03,,True
69738,2492,Phone,2024-04-09,Successful,111.0,Ahmed R,Phone contact - Successful,2024-04-09,,False
69739,2492,Direct Mail,2024-10-09,Delivered,115.0,Sarah M,Direct Mail contact - Delivered,2024-10-09,,False
69740,2492,Direct Mail,2024-05-22,Delivered,112.0,Priya S,Direct Mail contact - Delivered,2024-05-22,,False
69741,2492,Phone,2024-05-30,No Answer,130.0,Ahmed R,Phone contact - No Answer,2024-05-30,,False
69742,2492,Direct Mail,2023-01-01,Delivered,117.0,Priya S,Direct Mail contact - Delivered,2023-01-01,,False
69743,2492,Phone,2023-05-17,Successful,120.0,James K,Phone contact - Successful,2023-05-17,,False
69744,2492,Email,2024-10-02,Successful,132.0,Ahmed R,Email contact - Successful,2024-10-02,,False
69745,2492,SMS,2024-11-02,Delivered,132.0,Ahmed R,SMS contact - Delivered,2024-11-02,,False
69746,2492,Email,2024-05-08,Successful,125.0,Sarah M,Email contact - Successful,2024-05-08,,False
69747,2492,SMS,2023-05-28,Successful,,Sarah M,SMS contact - Successful,2023-05-28,,False
69748,2492,Direct Mail,2023-07-06,Delivered,134.0,James K,Direct Mail contact - Delivered,2023-07-06,,False
69749,2492,Phone,2023-11-09,Opted Out,113.0,Ahmed R,Phone contact - Opted Out,2023-11-09,2024-05-04,False
69750,2492,SMS,2024-05-23,No Answer,107.0,Sarah M,SMS contact - No Answer,2024-05-23,,True
69751,5294,SMS,2023-01-26,Delivered,118.0,Sarah M,SMS contact - Delivered,2023-01-26,,False
69752,5294,Phone,2023-02-12,Successful,103.0,James K,Phone contact - Successful,2023-02-12,,False
69753,5294,SMS,2024-08-22,Delivered,109.0,Priya S,SMS contact - Delivered,2024-08-22,,False
69754,5294,Email,2023-04-24,Bounced,111.0,James K,Email contact - Bounced,2023-04-24,,False
69755,5294,Phone,2023-03-05,Successful,104.0,Ahmed R,Phone contact - Successful,2023-03-05,,False
69756,5294,SMS,2023-03-18,Successful,115.0,Emily L,SMS contact - Successful,2023-03-18,,False
69757,5294,SMS,2023-12-14,Delivered,120.0,Sarah M,SMS contact - Delivered,2023-12-14,,True
69758,6233,Phone,2024-05-24,Successful,,Priya S,Phone contact - Successful,2024-05-24,,False
69759,6233,Phone,2023-04-08,No Answer,,James K,Phone contact - No Answer,2023-04-08,,False
69760,6233,Email,2024-03-18,Delivered,,Sarah M,Email contact - Delivered,2024-03-18,,False
69761,6233,SMS,2024-11-20,Delivered,,Sarah M,SMS contact - Delivered,2024-11-20,,False
69762,6233,Email,2024-10-27,Successful,127.0,Ahmed R,Email contact - Successful,2024-10-27,,False
69763,6233,SMS,2023-03-20,No Answer,104.0,Ahmed R,SMS contact - No Answer,2023-03-20,,False
69764,6233,Email,2023-10-11,Successful,108.0,Sarah M,Email contact - Successful,2023-10-11,,True
69765,1290,Phone,2023-01-31,No Answer,,James K,Phone contact - No Answer,2023-01-31,,False
69766,1290,Phone,2024-02-28,Successful,,James K,Phone contact - Successful,2024-02-28,,False
69767,1290,Direct Mail,2024-11-04,Delivered,104.0,Priya S,Direct Mail contact - Delivered,2024-11-04,,False
69768,1290,SMS,2024-04-24,Delivered,,Emily L,SMS contact - Delivered,2024-04-24,,False
69769,1290,Phone,2024-09-16,Successful,109.0,Ahmed R,Phone contact - Successful,2024-09-16,,True
69770,1946,Phone,2023-08-11,Successful,114.0,Sarah M,Phone contact - Successful,2023-08-11,,False
69771,1946,SMS,2023-05-18,Bounced,,James K,SMS contact - Bounced,2023-05-18,,False
69772,1946,Phone,2024-07-26,No Answer,105.0,Sarah M,Phone contact - No Answer,2024-07-26,,True
69773,4636,Email,2024-11-29,Opted Out,,Sarah M,Email contact - Opted Out,2024-11-29,2025-03-10,False
69774,4636,Direct Mail,2023-06-24,Delivered,,Priya S,Direct Mail contact - Delivered,2023-06-24,,False
69775,4636,Direct Mail,2023-10-21,Delivered,,Sarah M,Direct Mail contact - Delivered,2023-10-21,,False
69776,4636,Phone,2024-01-02,Successful,120.0,Ahmed R,Phone contact - Successful,2024-01-02,,False
69777,4636,Phone,2023-08-29,Successful,,Sarah M,Phone contact - Successful,2023-08-29,,False
69778,4636,Email,2024-02-08,Successful,,Emily L,Email contact - Successful,2024-02-08,,False
69779,4636,Phone,2024-07-20,No Answer,121.0,Sarah M,Phone contact - No Answer,2024-07-20,,True
69780,2641,Email,2023-08-05,Delivered,,Sarah M,Email contact - Delivered,2023-08-05,,False
69781,2641,Email,2023-07-21,Successful,129.0,Priya S,Email contact - Successful,2023-07-21,,False
69782,2641,Email,2023-11-12,Successful,108.0,Emily L,Email contact - Successful,2023-11-12,,False
69783,2641,Phone,2024-09-10,No Answer,,Emily L,Phone contact - No Answer,2024-09-10,,False
69784,2641,Email,2023-02-02,Delivered,106.0,Ahmed R,Email contact - Delivered,2023-02-02,,True
69785,3995,SMS,2023-08-29,No Answer,,Priya S,SMS contact - No Answer,2023-08-29,,False
69786,3995,Email,2023-01-10,Delivered,,Emily L,Email contact - Delivered,2023-01-10,,False
69787,3995,Direct Mail,2024-10-28,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-10-28,,False
69788,3995,Email,2023-09-21,Successful,132.0,James K,Email contact - Successful,2023-09-21,,False
69789,3995,Phone,2024-09-07,Successful,,Sarah M,Phone contact - Successful,2024-09-07,,False
69790,3995,SMS,2024-05-05,Delivered,128.0,James K,SMS contact - Delivered,2024-05-05,,False
69791,3995,Email,2023-04-24,Successful,129.0,Emily L,Email contact - Successful,2023-04-24,,False
69792,3995,Email,2024-02-25,Delivered,,James K,Email contact - Delivered,2024-02-25,,False
69793,3995,Direct Mail,2023-03-31,Delivered,,Emily L,Direct Mail contact - Delivered,2023-03-31,,False
69794,3995,Email,2024-04-18,Delivered,130.0,Emily L,Email contact - Delivered,2024-04-18,,False
69795,3995,SMS,2024-10-14,Delivered,124.0,Sarah M,SMS contact - Delivered,2024-10-14,,False
69796,3995,SMS,2024-05-21,Opted Out,112.0,Priya S,SMS contact - Opted Out,2024-05-21,2024-10-04,False
69797,3995,Email,2024-05-02,Delivered,110.0,James K,Email contact - Delivered,2024-05-02,,False
69798,3995,Phone,2023-04-30,Successful,,Priya S,Phone contact - Successful,2023-04-30,,False
69799,3995,Direct Mail,2023-08-20,Delivered,,Emily L,Direct Mail contact - Delivered,2023-08-20,,True
69800,7342,Direct Mail,2023-02-01,Delivered,,James K,Direct Mail contact - Delivered,2023-02-01,,False
69801,7342,Direct Mail,2024-10-29,Delivered,126.0,Ahmed R,Direct Mail contact - Delivered,2024-10-29,,False
69802,7342,Phone,2023-06-12,No Answer,126.0,James K,Phone contact - No Answer,2023-06-12,,False
69803,7342,SMS,2023-10-05,Delivered,,Sarah M,SMS contact - Delivered,2023-10-05,,False
69804,7342,Phone,2024-07-17,Successful,112.0,Sarah M,Phone contact - Successful,2024-07-17,,False
69805,7342,Phone,2023-06-29,No Answer,108.0,James K,Phone contact - No Answer,2023-06-29,,True
69806,7052,Direct Mail,2023-05-11,Delivered,133.0,Priya S,Direct Mail contact - Delivered,2023-05-11,,False
69807,7052,Direct Mail,2023-08-08,Delivered,,Ahmed R,Direct Mail contact - Delivered,2023-08-08,,False
69808,7052,Email,2023-03-18,Successful,,Sarah M,Email contact - Successful,2023-03-18,,False
69809,7052,Phone,2024-02-26,No Answer,114.0,Sarah M,Phone contact - No Answer,2024-02-26,,False
69810,7052,Email,2023-12-08,Delivered,113.0,James K,Email contact - Delivered,2023-12-08,,False
69811,7052,SMS,2024-09-11,Opted Out,,Priya S,SMS contact - Opted Out,2024-09-11,2024-12-31,False
69812,7052,Phone,2024-06-13,Successful,,Emily L,Phone contact - Successful,2024-06-13,,False
69813,7052,Direct Mail,2023-06-16,Delivered,102.0,Sarah M,Direct Mail contact - Delivered,2023-06-16,,False
69814,7052,Phone,2024-05-27,Successful,122.0,Ahmed R,Phone contact - Successful,2024-05-27,,True
69815,2193,SMS,2024-10-29,Delivered,119.0,Emily L,SMS contact - Delivered,2024-10-29,,False
69816,2193,SMS,2023-08-18,Delivered,,Sarah M,SMS contact - Delivered,2023-08-18,,False
69817,2193,SMS,2024-10-15,Opted Out,,Sarah M,SMS contact - Opted Out,2024-10-15,2025-02-22,False
69818,2193,Email,2024-09-22,Successful,,Ahmed R,Email contact - Successful,2024-09-22,,False
69819,2193,Email,2024-04-21,Bounced,118.0,Emily L,Email contact - Bounced,2024-04-21,,False
69820,2193,SMS,2024-07-14,Delivered,,Ahmed R,SMS contact - Delivered,2024-07-14,,False
69821,2193,SMS,2024-09-26,Delivered,126.0,Priya S,SMS contact - Delivered,2024-09-26,,False
69822,2193,Direct Mail,2023-10-07,Delivered,129.0,Priya S,Direct Mail contact - Delivered,2023-10-07,,False
69823,2193,Phone,2024-04-24,No Answer,,Sarah M,Phone contact - No Answer,2024-04-24,,False
69824,2193,SMS,2024-09-04,Delivered,106.0,Emily L,SMS contact - Delivered,2024-09-04,,True
69825,2251,Direct Mail,2023-07-22,Delivered,114.0,Emily L,Direct Mail contact - Delivered,2023-07-22,,False
69826,2251,Email,2024-02-16,Successful,,James K,Email contact - Successful,2024-02-16,,False
69827,2251,Direct Mail,2024-10-08,Delivered,121.0,Emily L,Direct Mail contact - Delivered,2024-10-08,,False
69828,2251,Direct Mail,2024-09-17,Delivered,,Priya S,Direct Mail contact - Delivered,2024-09-17,,False
69829,2251,Phone,2023-04-14,No Answer,112.0,James K,Phone contact - No Answer,2023-04-14,,False
69830,2251,Phone,2023-05-11,Successful,126.0,Priya S,Phone contact - Successful,2023-05-11,,False
69831,2251,Direct Mail,2023-04-26,Delivered,110.0,Priya S,Direct Mail contact - Delivered,2023-04-26,,False
69832,2251,SMS,2023-12-01,Delivered,,Ahmed R,SMS contact - Delivered,2023-12-01,,True
69833,5187,Direct Mail,2023-10-26,Delivered,,James K,Direct Mail contact - Delivered,2023-10-26,,False
69834,5187,Email,2024-11-29,Delivered,108.0,James K,Email contact - Delivered,2024-11-29,,False
69835,5187,Direct Mail,2023-06-17,Delivered,103.0,Sarah M,Direct Mail contact - Delivered,2023-06-17,,False
69836,5187,Email,2023-08-28,Successful,100.0,Emily L,Email contact - Successful,2023-08-28,,False
69837,5187,Direct Mail,2024-01-18,Delivered,100.0,Priya S,Direct Mail contact - Delivered,2024-01-18,,False
69838,5187,SMS,2024-06-25,Delivered,129.0,James K,SMS contact - Delivered,2024-06-25,,False
69839,5187,Phone,2023-09-10,Successful,,Ahmed R,Phone contact - Successful,2023-09-10,,False
69840,5187,Phone,2024-05-31,No Answer,118.0,James K,Phone contact - No Answer,2024-05-31,,False
69841,5187,Email,2024-01-16,Delivered,,Ahmed R,Email contact - Delivered,2024-01-16,,False
69842,5187,SMS,2024-02-13,Successful,,Priya S,SMS contact - Successful,2024-02-13,,False
69843,5187,Direct Mail,2023-05-15,Delivered,125.0,Priya S,Direct Mail contact - Delivered,2023-05-15,,False
69844,5187,Email,2023-06-13,Delivered,122.0,Ahmed R,Email contact - Delivered,2023-06-13,,True
69845,1239,Email,2023-01-30,Successful,108.0,Emily L,Email contact - Successful,2023-01-30,,False
69846,1239,Direct Mail,2024-11-15,Delivered,116.0,Ahmed R,Direct Mail contact - Delivered,2024-11-15,,False
69847,1239,Direct Mail,2024-03-02,Delivered,113.0,Emily L,Direct Mail contact - Delivered,2024-03-02,,True
69848,5194,SMS,2024-09-25,Successful,116.0,Ahmed R,SMS contact - Successful,2024-09-25,,False
69849,5194,SMS,2023-06-29,Successful,123.0,Ahmed R,SMS contact - Successful,2023-06-29,,False
69850,5194,Phone,2024-03-04,Successful,129.0,Priya S,Phone contact - Successful,2024-03-04,,False
69851,5194,Direct Mail,2023-07-10,Delivered,,Priya S,Direct Mail contact - Delivered,2023-07-10,,False
69852,5194,Email,2023-10-12,Successful,,Sarah M,Email contact - Successful,2023-10-12,,False
69853,5194,Phone,2023-08-23,No Answer,,Priya S,Phone contact - No Answer,2023-08-23,,False
69854,5194,Phone,2023-12-28,No Answer,116.0,Sarah M,Phone contact - No Answer,2023-12-28,,False
69855,5194,SMS,2024-04-14,Opted Out,115.0,Emily L,SMS contact - Opted Out,2024-04-14,2024-07-04,False
69856,5194,Direct Mail,2024-08-12,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-08-12,,False
69857,5194,Phone,2024-02-15,No Answer,,Priya S,Phone contact - No Answer,2024-02-15,,False
69858,5194,Direct Mail,2024-06-16,Delivered,,Emily L,Direct Mail contact - Delivered,2024-06-16,,False
69859,5194,Phone,2023-12-04,Successful,,Ahmed R,Phone contact - Successful,2023-12-04,,True
69860,3057,SMS,2023-04-17,Delivered,102.0,James K,SMS contact - Delivered,2023-04-17,,False
69861,3057,Phone,2024-11-13,Successful,112.0,Ahmed R,Phone contact - Successful,2024-11-13,,False
69862,3057,Email,2024-08-22,Successful,131.0,Priya S,Email contact - Successful,2024-08-22,,False
69863,3057,Email,2023-04-21,Successful,124.0,James K,Email contact - Successful,2023-04-21,,False
69864,3057,Phone,2024-02-07,Delivered,114.0,Ahmed R,Phone contact - Delivered,2024-02-07,,False
69865,3057,SMS,2023-02-02,Delivered,,Emily L,SMS contact - Delivered,2023-02-02,,False
69866,3057,SMS,2023-02-05,Delivered,,Emily L,SMS contact - Delivered,2023-02-05,,False
69867,3057,SMS,2023-11-15,Delivered,103.0,Ahmed R,SMS contact - Delivered,2023-11-15,,False
69868,3057,SMS,2023-03-07,Opted Out,115.0,Ahmed R,SMS contact - Opted Out,2023-03-07,2023-06-16,False
69869,3057,Phone,2024-01-12,Opted Out,,Emily L,Phone contact - Opted Out,2024-01-12,2024-04-08,False
69870,3057,Direct Mail,2023-08-05,Delivered,112.0,Ahmed R,Direct Mail contact - Delivered,2023-08-05,,False
69871,3057,Direct Mail,2024-11-28,Delivered,132.0,Ahmed R,Direct Mail contact - Delivered,2024-11-28,,True
69872,5163,Email,2024-11-09,Bounced,,Sarah M,Email contact - Bounced,2024-11-09,,False
69873,5163,Direct Mail,2024-09-02,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-09-02,,False
69874,5163,Phone,2023-09-14,Successful,115.0,Emily L,Phone contact - Successful,2023-09-14,,False
69875,5163,Direct Mail,2024-05-25,Delivered,117.0,Emily L,Direct Mail contact - Delivered,2024-05-25,,False
69876,5163,Email,2024-04-30,Successful,,Emily L,Email contact - Successful,2024-04-30,,False
69877,5163,SMS,2024-05-11,Delivered,,James K,SMS contact - Delivered,2024-05-11,,False
69878,5163,SMS,2023-12-08,Delivered,,Priya S,SMS contact - Delivered,2023-12-08,,False
69879,5163,Email,2023-10-16,Bounced,115.0,Priya S,Email contact - Bounced,2023-10-16,,False
69880,5163,Phone,2023-05-03,No Answer,108.0,Priya S,Phone contact - No Answer,2023-05-03,,False
69881,5163,Direct Mail,2023-01-09,Delivered,,Sarah M,Direct Mail contact - Delivered,2023-01-09,,True
69882,1314,Phone,2023-07-23,No Answer,,Sarah M,Phone contact - No Answer,2023-07-23,,False
69883,1314,Email,2024-08-28,Successful,102.0,James K,Email contact - Successful,2024-08-28,,False
69884,1314,SMS,2024-06-17,Successful,,Sarah M,SMS contact - Successful,2024-06-17,,False
69885,1314,SMS,2024-06-19,Bounced,,Emily L,SMS contact - Bounced,2024-06-19,,True
69886,3609,SMS,2023-05-14,Delivered,121.0,Ahmed R,SMS contact - Delivered,2023-05-14,,False
69887,3609,SMS,2023-07-01,Delivered,102.0,Ahmed R,SMS contact - Delivered,2023-07-01,,False
69888,3609,Direct Mail,2024-06-19,Delivered,115.0,Sarah M,Direct Mail contact - Delivered,2024-06-19,,False
69889,3609,Direct Mail,2024-11-15,Delivered,,Emily L,Direct Mail contact - Delivered,2024-11-15,,False
69890,3609,Phone,2024-03-08,No Answer,101.0,Ahmed R,Phone contact - No Answer,2024-03-08,,False
69891,3609,SMS,2024-07-31,Delivered,106.0,Ahmed R,SMS contact - Delivered,2024-07-31,,False
69892,3609,Email,2023-12-05,Delivered,,James K,Email contact - Delivered,2023-12-05,,False
69893,3609,Phone,2024-09-17,No Answer,113.0,Ahmed R,Phone contact - No Answer,2024-09-17,,False
69894,3609,Direct Mail,2024-08-03,Delivered,,Emily L,Direct Mail contact - Delivered,2024-08-03,,False
69895,3609,SMS,2023-09-28,Bounced,115.0,Ahmed R,SMS contact - Bounced,2023-09-28,,False
69896,3609,Email,2024-05-02,Delivered,118.0,James K,Email contact - Delivered,2024-05-02,,True
69897,5013,SMS,2024-05-09,Delivered,130.0,Emily L,SMS contact - Delivered,2024-05-09,,False
69898,5013,Email,2023-11-23,Bounced,121.0,Emily L,Email contact - Bounced,2023-11-23,,False
69899,5013,Direct Mail,2024-05-02,Delivered,126.0,Priya S,Direct Mail contact - Delivered,2024-05-02,,False
69900,5013,SMS,2023-11-27,Successful,120.0,James K,SMS contact - Successful,2023-11-27,,False
69901,5013,Email,2023-05-09,Bounced,117.0,Ahmed R,Email contact - Bounced,2023-05-09,,False
69902,5013,SMS,2024-01-07,Successful,133.0,Ahmed R,SMS contact - Successful,2024-01-07,,False
69903,5013,SMS,2024-04-28,Opted Out,,James K,SMS contact - Opted Out,2024-04-28,2024-10-03,False
69904,5013,Email,2024-11-17,Successful,,James K,Email contact - Successful,2024-11-17,,False
69905,5013,Direct Mail,2023-12-11,Delivered,104.0,Ahmed R,Direct Mail contact - Delivered,2023-12-11,,False
69906,5013,Phone,2024-01-07,Successful,,Sarah M,Phone contact - Successful,2024-01-07,,False
69907,5013,Direct Mail,2024-08-24,Delivered,118.0,Sarah M,Direct Mail contact - Delivered,2024-08-24,,False
69908,5013,Email,2024-06-15,Delivered,125.0,Emily L,Email contact - Delivered,2024-06-15,,True
69909,1930,Phone,2023-04-16,No Answer,113.0,Ahmed R,Phone contact - No Answer,2023-04-16,,False
69910,1930,Email,2024-02-24,Delivered,,James K,Email contact - Delivered,2024-02-24,,False
69911,1930,SMS,2024-07-08,Opted Out,116.0,Emily L,SMS contact - Opted Out,2024-07-08,2024-12-26,False
69912,1930,Email,2024-04-30,Successful,120.0,Emily L,Email contact - Successful,2024-04-30,,False
69913,1930,Email,2023-05-15,Delivered,131.0,James K,Email contact - Delivered,2023-05-15,,False
69914,1930,SMS,2024-03-20,Delivered,100.0,James K,SMS contact - Delivered,2024-03-20,,False
69915,1930,Phone,2023-07-31,No Answer,100.0,Sarah M,Phone contact - No Answer,2023-07-31,,False
69916,1930,SMS,2024-08-09,Delivered,,James K,SMS contact - Delivered,2024-08-09,,False
69917,1930,Direct Mail,2024-01-09,Delivered,117.0,Ahmed R,Direct Mail contact - Delivered,2024-01-09,,False
69918,1930,Direct Mail,2024-07-07,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-07-07,,False
69919,1930,Phone,2023-07-21,No Answer,133.0,Ahmed R,Phone contact - No Answer,2023-07-21,,False
69920,1930,Email,2024-10-23,Delivered,,Priya S,Email contact - Delivered,2024-10-23,,False
69921,1930,Phone,2023-11-13,Successful,130.0,James K,Phone contact - Successful,2023-11-13,,True
69922,6126,Phone,2023-02-14,Successful,,Emily L,Phone contact - Successful,2023-02-14,,False
69923,6126,Phone,2023-05-06,No Answer,,Emily L,Phone contact - No Answer,2023-05-06,,False
69924,6126,Phone,2024-03-31,Successful,118.0,James K,Phone contact - Successful,2024-03-31,,False
69925,6126,Phone,2024-08-21,Successful,,Sarah M,Phone contact - Successful,2024-08-21,,True
69926,3019,Email,2024-07-17,Successful,,Emily L,Email contact - Successful,2024-07-17,,False
69927,3019,Phone,2024-06-16,No Answer,,Priya S,Phone contact - No Answer,2024-06-16,,False
69928,3019,Phone,2023-02-28,Delivered,,Emily L,Phone contact - Delivered,2023-02-28,,False
69929,3019,Email,2023-08-29,Delivered,131.0,James K,Email contact - Delivered,2023-08-29,,False
69930,3019,SMS,2023-07-27,Successful,,Ahmed R,SMS contact - Successful,2023-07-27,,False
69931,3019,Phone,2024-09-25,Delivered,108.0,Emily L,Phone contact - Delivered,2024-09-25,,False
69932,3019,SMS,2024-01-19,Delivered,102.0,Ahmed R,SMS contact - Delivered,2024-01-19,,False
69933,3019,Email,2023-05-03,Delivered,,Ahmed R,Email contact - Delivered,2023-05-03,,True
69934,7192,SMS,2023-02-02,Delivered,,James K,SMS contact - Delivered,2023-02-02,,False
