donation_id,donor_id,donation_date,amount,campaign_id,payment_method,gift_type,gift_aid_claimed
35131,7259,2024-09-26,36.48,107.0,Bank Transfer,One-off,No
35132,7260,2024-04-29,5.0,104.0,Direct Debit,Regular,Yes
35133,7260,2023-12-07,5.21,112.0,Direct Debit,Regular,Yes
35134,7260,2023-02-11,7.58,,Direct Debit,Regular,Yes
35135,7260,2023-09-17,9.38,123.0,Direct Debit,Regular,No
35136,7260,2024-07-29,9.04,134.0,Direct Debit,Regular,Yes
35137,7260,2024-02-10,8.08,128.0,Direct Debit,Regular,Yes
35138,7260,2024-08-12,9.71,122.0,Card,Regular,Yes
35139,7260,2024-04-16,10.97,,Direct Debit,Regular,Yes
35140,7260,2024-06-15,5.53,132.0,Direct Debit,Regular,Yes
35141,7260,2024-08-25,9.07,125.0,Direct Debit,Regular,Yes
35142,7260,2024-05-19,7.6,120.0,Direct Debit,Regular,Yes
35143,7260,2023-04-24,5.0,111.0,Card,Regular,Yes
35144,7260,2024-10-06,5.0,107.0,Direct Debit,Regular,Yes
35145,7260,2024-05-02,7.57,104.0,Direct Debit,Regular,Yes
35146,7260,2024-03-21,8.87,119.0,Card,Regular,No
35147,7262,2024-08-04,14.58,127.0,Cash,One-off,Yes
35148,7262,2024-06-06,11.98,120.0,Card,One-off,Yes
35149,7262,2024-01-21,11.68,128.0,Cash,One-off,Yes
35150,7262,2024-02-28,18.24,119.0,Bank Transfer,One-off,No
35151,7262,2024-01-11,10.27,105.0,Cash,One-off,Yes
35152,7262,2024-01-21,15.17,129.0,Cheque,One-off,No
35153,7264,2024-09-08,82.25,106.0,Card,One-off,Yes
35154,7264,2024-07-16,177.42,127.0,Bank Transfer,One-off,Yes
35155,7264,2024-08-02,137.99,127.0,Card,One-off,Yes
35156,7264,2024-09-21,182.24,107.0,Card,One-off,Yes
35157,7264,2024-09-17,113.51,124.0,Card,One-off,Yes
35158,7264,2024-05-17,144.72,120.0,Card,One-off,Yes
35159,7264,2024-09-07,154.75,125.0,Card,One-off,Yes
35160,7264,2024-09-02,160.25,125.0,Card,One-off,Yes
35161,7265,2024-07-20,8.2,127.0,Card,One-off,No
35162,7265,2024-10-08,6.71,107.0,Bank Transfer,One-off,No
35163,7265,2024-07-14,8.7,127.0,Card,One-off,No
35164,7265,2024-09-09,9.82,125.0,Bank Transfer,One-off,Yes
35165,7265,2024-11-25,5.0,,Cash,One-off,No
35166,7265,2024-01-14,9.46,105.0,Bank Transfer,One-off,No
35167,7265,2024-03-15,11.11,133.0,Card,One-off,Yes
35168,7265,2024-03-27,5.08,101.0,Bank Transfer,One-off,Yes
35169,7265,2023-12-03,7.43,112.0,Card,One-off,No
35170,7265,2024-06-08,7.8,120.0,Cheque,One-off,No
35171,7265,2024-05-01,10.01,104.0,Card,One-off,Yes
35172,7265,2024-01-09,7.7,,Cheque,One-off,Yes
35173,7265,2024-08-25,8.33,125.0,Cash,One-off,No
35174,7265,2024-01-21,9.73,128.0,Card,One-off,Yes
35175,7265,2024-01-15,10.53,105.0,Cash,One-off,Yes
35176,7268,2024-07-25,5.0,122.0,Card,One-off,Yes
35177,7268,2023-06-05,6.38,108.0,Card,One-off,No
35178,7268,2023-10-19,6.01,,Card,One-off,Yes
35179,7268,2023-01-20,5.39,,Bank Transfer,One-off,Yes
35180,7268,2023-05-01,5.0,111.0,Card,One-off,No
35181,7268,2024-07-20,5.8,127.0,Card,One-off,Yes
35182,7269,2023-06-14,80.07,126.0,Direct Debit,One-off,No
35183,7269,2023-12-10,124.09,112.0,Direct Debit,Regular,Yes
35184,7269,2024-07-23,110.0,127.0,Direct Debit,Regular,Yes
35185,7269,2023-04-08,116.23,,Card,Regular,No
35186,7269,2024-01-27,109.18,128.0,Direct Debit,Regular,No
35187,7269,2024-09-09,101.72,102.0,Direct Debit,Regular,Yes
35188,7269,2023-04-05,76.28,,Direct Debit,Regular,No
35189,7269,2023-11-17,112.69,,Card,Regular,No
35190,7269,2023-06-13,210.65,108.0,Bank Transfer,One-off,Yes
35191,7269,2023-03-15,73.19,103.0,Direct Debit,Regular,Yes
35192,7269,2023-03-18,150.66,103.0,Direct Debit,Regular,No
35193,7269,2023-09-17,150.41,123.0,Direct Debit,Regular,No
35194,7269,2024-08-25,149.82,125.0,Direct Debit,Regular,No
35195,7269,2024-06-08,56.87,120.0,Direct Debit,Regular,No
35196,7269,2024-09-03,188.67,102.0,Direct Debit,Regular,No
35197,7269,2024-06-15,162.49,132.0,Direct Debit,Regular,Yes
35198,7269,2023-03-14,109.63,115.0,Direct Debit,Regular,No
35199,7269,2024-01-02,98.07,,Direct Debit,Regular,No
35200,7269,2023-02-21,149.52,115.0,Direct Debit,Regular,No
35201,7269,2024-03-15,131.3,133.0,Direct Debit,Regular,Yes
35202,7269,2023-12-03,137.96,,Direct Debit,Regular,No
35203,7269,2024-07-26,151.34,122.0,Direct Debit,Regular,No
35204,7269,2024-07-20,170.18,121.0,Direct Debit,Regular,No
35205,7269,2024-03-18,176.57,,Card,Regular,No
35206,7269,2023-08-22,115.96,109.0,Cheque,Regular,No
35207,7269,2024-09-23,90.86,106.0,Direct Debit,Regular,No
35208,7269,2024-07-29,103.82,134.0,Direct Debit,Regular,No
35209,7269,2024-07-29,55.37,134.0,Direct Debit,Regular,Yes
35210,7269,2023-12-24,66.16,,Cash,Regular,Yes
35211,7269,2024-04-25,119.64,104.0,Direct Debit,Regular,Yes
35212,7269,2024-06-15,174.8,132.0,Card,Regular,Yes
35213,7269,2024-06-16,71.17,132.0,Direct Debit,Regular,No
35214,7269,2023-12-28,80.67,105.0,Direct Debit,Regular,Yes
35215,7269,2024-05-17,106.11,120.0,Direct Debit,Regular,No
35216,7269,2023-03-01,100.02,118.0,Direct Debit,Regular,Yes
35217,7269,2024-05-23,89.84,120.0,Direct Debit,Regular,Yes
35218,7270,2024-10-05,67.04,124.0,Bank Transfer,One-off,No
35219,7270,2024-03-15,59.13,133.0,Card,One-off,No
35220,7270,2024-09-15,52.53,,Bank Transfer,One-off,No
35221,7270,2024-07-08,47.19,127.0,Card,One-off,Yes
35222,7270,2024-04-17,40.23,104.0,Card,One-off,No
35223,7270,2023-09-04,48.11,109.0,Card,One-off,No
35224,7270,2023-08-18,71.44,116.0,Card,One-off,Yes
35225,7270,2024-01-12,57.6,129.0,Cash,One-off,Yes
35226,7270,2023-08-31,80.7,109.0,Card,One-off,Yes
35227,7270,2024-09-21,40.72,,Bank Transfer,One-off,Yes
35228,7270,2024-09-16,35.23,106.0,Bank Transfer,One-off,Yes
35229,7270,2024-04-21,54.53,104.0,Card,One-off,Yes
35230,7270,2023-04-12,57.32,,Card,One-off,Yes
35231,7270,2024-08-30,25.77,125.0,Bank Transfer,One-off,No
35232,7270,2024-07-23,56.69,127.0,Cash,One-off,Yes
35233,7270,2024-02-27,52.88,119.0,Bank Transfer,One-off,No
35234,7270,2023-08-21,45.45,,Bank Transfer,One-off,Yes
35235,7270,2024-02-06,58.53,128.0,Card,One-off,No
35236,7270,2023-09-09,46.47,109.0,Cash,One-off,Yes
35237,7270,2023-06-05,61.99,126.0,Card,One-off,Yes
35238,7270,2024-06-15,54.49,132.0,Bank Transfer,One-off,Yes
35239,7270,2024-08-01,39.59,121.0,Card,One-off,Yes
35240,7270,2023-08-18,44.31,130.0,Cash,One-off,Yes
35241,7270,2024-03-15,39.34,133.0,Bank Transfer,One-off,No
35242,7270,2023-06-17,57.8,126.0,Bank Transfer,One-off,Yes
35243,7270,2023-06-28,86.89,,Card,One-off,No
35244,7270,2024-03-16,40.29,133.0,Card,One-off,Yes
35245,7270,2024-04-07,63.46,,Bank Transfer,One-off,Yes
35246,7270,2024-07-28,44.9,134.0,Bank Transfer,One-off,Yes
35247,7270,2024-01-13,34.64,129.0,Card,One-off,Yes
35248,7270,2024-07-29,45.38,134.0,Card,One-off,Yes
35249,7270,2024-10-04,65.91,124.0,Card,One-off,Yes
35250,7271,2024-01-07,32.83,129.0,Card,One-off,Yes
35251,7271,2024-06-16,21.29,132.0,Card,One-off,Yes
35252,7271,2023-12-13,28.06,112.0,Bank Transfer,One-off,Yes
35253,7272,2023-03-19,5.21,100.0,Bank Transfer,One-off,Yes
35254,7272,2024-03-16,5.0,133.0,Card,One-off,Yes
35255,7273,2024-02-05,5.0,128.0,Bank Transfer,Regular,Yes
35256,7273,2023-03-03,8.17,103.0,Card,Regular,Yes
35257,7273,2023-06-20,12.79,126.0,Direct Debit,Regular,Yes
35258,7273,2024-01-15,10.9,105.0,Direct Debit,Regular,Yes
35259,7273,2023-03-10,11.32,100.0,Direct Debit,Regular,No
35260,7273,2023-04-30,7.77,111.0,Direct Debit,Regular,Yes
35261,7273,2024-03-15,8.13,133.0,Direct Debit,One-off,Yes
35262,7273,2024-09-05,11.0,106.0,Direct Debit,Regular,Yes
35263,7273,2024-08-25,8.46,125.0,Direct Debit,Regular,Yes
35264,7273,2024-07-29,7.88,134.0,Direct Debit,Regular,No
35265,7274,2024-03-27,5.18,101.0,Card,One-off,Yes
35266,7274,2023-09-06,8.05,109.0,Cash,One-off,Yes
35267,7276,2024-08-21,19.33,102.0,Card,One-off,No
35268,7277,2024-07-28,19.76,134.0,Bank Transfer,One-off,No
35269,7277,2024-03-28,17.15,101.0,Cheque,One-off,No
35270,7277,2024-05-17,17.86,120.0,Bank Transfer,One-off,No
35271,7278,2024-09-06,12.71,106.0,Card,One-off,Yes
35272,7278,2024-02-24,7.7,,Bank Transfer,One-off,No
35273,7279,2023-01-31,47.95,113.0,Card,One-off,No
35274,7279,2024-09-30,27.16,106.0,Cheque,One-off,No
35275,7279,2024-07-28,50.16,134.0,Card,One-off,No
35276,7279,2023-03-05,50.49,,Cheque,One-off,Yes
35277,7279,2024-04-10,22.2,,Card,One-off,No
35278,7279,2023-04-02,50.72,103.0,Card,One-off,Yes
35279,7280,2024-07-29,8.67,134.0,Bank Transfer,One-off,No
35280,7281,2024-02-08,12.61,,Bank Transfer,One-off,Yes
35281,7281,2024-08-04,14.02,127.0,Card,One-off,No
35282,7282,2024-05-17,33.72,120.0,Card,One-off,Yes
35283,7283,2024-09-05,5.0,125.0,Bank Transfer,One-off,No
35284,7283,2024-08-02,9.11,,Card,One-off,No
35285,7283,2024-08-29,5.28,,Bank Transfer,One-off,Yes
35286,7283,2023-05-02,6.49,111.0,Cash,One-off,Yes
35287,7283,2024-03-14,7.48,133.0,Card,One-off,No
35288,7285,2024-09-26,19.68,106.0,Cash,One-off,No
35289,7286,2024-08-04,42.4,,Card,One-off,Yes
35290,7286,2023-03-27,33.16,100.0,Card,One-off,Yes
35291,7286,2024-09-10,26.66,,Card,One-off,Yes
35292,7286,2024-09-15,31.76,,Bank Transfer,One-off,Yes
35293,7286,2024-03-30,50.7,101.0,Card,One-off,Yes
35294,7286,2024-03-26,52.87,,Card,One-off,No
35295,7286,2023-10-20,49.75,,Card,One-off,Yes
35296,7286,2023-04-02,51.13,103.0,Card,One-off,Yes
35297,7286,2024-04-03,38.35,101.0,Bank Transfer,One-off,Yes
35298,7286,2023-07-19,31.2,,Bank Transfer,One-off,No
35299,7286,2024-03-02,26.81,,Card,One-off,Yes
35300,7286,2024-02-08,38.71,128.0,Bank Transfer,One-off,Yes
35301,7287,2024-03-16,15.48,133.0,Cash,One-off,No
35302,7288,2024-09-16,62.58,107.0,Direct Debit,One-off,Yes
35303,7288,2024-07-18,60.64,121.0,Direct Debit,Regular,Yes
35304,7288,2024-06-15,17.07,132.0,Direct Debit,Regular,Yes
35305,7289,2024-06-16,39.92,132.0,Direct Debit,Regular,Yes
35306,7289,2024-09-22,42.16,106.0,Direct Debit,Regular,Yes
35307,7289,2024-09-10,34.32,125.0,Direct Debit,Regular,Yes
35308,7289,2024-07-22,18.55,127.0,Card,Regular,Yes
35309,7289,2024-09-04,34.02,102.0,Direct Debit,Regular,Yes
35310,7289,2024-03-26,48.41,101.0,Direct Debit,Regular,Yes
35311,7289,2024-05-23,46.74,120.0,Card,Regular,Yes
35312,7289,2024-04-03,15.27,101.0,Direct Debit,Regular,No
35313,7289,2024-06-03,36.17,120.0,Direct Debit,Regular,No
35314,7289,2024-09-10,45.04,125.0,Direct Debit,Regular,Yes
35315,7290,2024-03-14,6.29,119.0,Card,One-off,No
35316,7290,2024-07-17,8.73,127.0,Bank Transfer,One-off,Yes
35317,7290,2023-12-08,9.81,112.0,Card,One-off,No
35318,7290,2024-07-28,8.55,134.0,Bank Transfer,One-off,No
35319,7290,2024-04-26,8.7,104.0,Bank Transfer,One-off,Yes
35320,7290,2024-07-29,9.72,122.0,Bank Transfer,One-off,No
35321,7291,2023-03-10,14.1,103.0,Bank Transfer,One-off,No
35322,7291,2024-09-02,13.01,125.0,Card,One-off,No
35323,7291,2023-09-14,12.46,123.0,Card,One-off,No
35324,7291,2023-02-13,14.24,118.0,Card,One-off,Yes
35325,7292,2024-10-01,15.93,106.0,Cash,One-off,No
35326,7292,2023-05-09,13.98,111.0,Card,One-off,Yes
35327,7292,2024-09-28,39.53,124.0,Cash,One-off,No
35328,7292,2024-01-01,16.06,129.0,Card,One-off,No
35329,7292,2024-01-27,17.38,128.0,Bank Transfer,One-off,No
35330,7292,2024-02-28,24.68,119.0,Card,One-off,No
35331,7292,2023-03-16,9.98,110.0,Card,One-off,Yes
35332,7292,2024-07-15,24.25,121.0,Bank Transfer,One-off,Yes
35333,7292,2023-09-03,23.99,109.0,Cash,One-off,Yes
35334,7292,2023-05-18,24.73,,Card,One-off,No
35335,7292,2023-07-30,23.95,,Card,One-off,No
35336,7292,2024-07-29,27.9,134.0,Card,One-off,No
35337,7292,2024-07-17,29.27,121.0,Card,One-off,Yes
35338,7292,2024-03-16,18.43,133.0,Card,One-off,Yes
35339,7292,2023-06-11,20.47,,Card,One-off,Yes
35340,7292,2023-08-21,24.99,116.0,Bank Transfer,One-off,Yes
35341,7292,2023-05-31,34.44,108.0,Card,One-off,Yes
35342,7292,2023-06-22,16.05,126.0,Bank Transfer,One-off,No
35343,7292,2023-06-30,20.55,,Card,One-off,No
35344,7292,2024-01-15,23.65,129.0,Card,One-off,No
35345,7292,2023-03-13,15.93,100.0,Card,One-off,No
35346,7292,2023-06-13,18.43,108.0,Bank Transfer,One-off,Yes
35347,7292,2024-09-12,25.6,107.0,Bank Transfer,One-off,Yes
35348,7292,2024-01-01,19.68,129.0,Card,One-off,No
35349,7292,2023-08-05,11.38,116.0,Card,One-off,Yes
35350,7292,2023-02-14,10.27,113.0,Card,One-off,Yes
35351,7292,2023-03-30,24.09,103.0,Card,One-off,Yes
35352,7292,2024-07-27,17.9,121.0,Card,One-off,Yes
35353,7292,2023-03-26,20.01,114.0,Cheque,One-off,Yes
35354,7292,2023-08-26,20.83,109.0,Cash,One-off,No
35355,7292,2023-03-19,26.75,,Bank Transfer,One-off,Yes
35356,7293,2024-09-14,24.56,107.0,Card,One-off,Yes
35357,7294,2024-01-05,5.0,105.0,Card,One-off,Yes
35358,7294,2024-05-21,5.0,,Bank Transfer,One-off,No
35359,7296,2024-09-06,11.06,124.0,Cash,One-off,Yes
35360,7296,2024-09-04,5.31,102.0,Card,One-off,Yes
35361,7298,2024-06-15,22.02,132.0,Bank Transfer,One-off,Yes
35362,7298,2023-03-10,13.87,114.0,Card,One-off,No
35363,7298,2024-07-29,22.83,134.0,Card,One-off,Yes
35364,7299,2024-07-29,96.58,,Cash,One-off,Yes
35365,7299,2024-09-14,94.96,124.0,Bank Transfer,One-off,Yes
35366,7299,2024-01-27,55.57,,Cash,One-off,Yes
35367,7300,2024-07-10,43.75,,Card,One-off,Yes
35368,7300,2023-02-20,55.9,118.0,Card,One-off,Yes
35369,7301,2024-07-24,12.24,122.0,Card,One-off,Yes
35370,7303,2023-06-01,18.29,126.0,Bank Transfer,One-off,Yes
35371,7303,2024-08-21,17.87,102.0,Cash,One-off,No
35372,7303,2023-08-11,12.1,117.0,Cash,One-off,Yes
35373,7304,2024-09-07,51.61,102.0,Card,One-off,No
35374,7304,2024-05-11,76.8,,Cash,One-off,Yes
35375,7305,2024-07-24,33.57,127.0,Card,One-off,Yes
35376,7306,2023-08-06,6.31,116.0,Card,One-off,Yes
35377,7307,2024-08-22,25.5,125.0,Card,One-off,Yes
35378,7307,2023-03-24,43.81,114.0,Bank Transfer,One-off,Yes
35379,7307,2024-09-12,67.25,124.0,Card,One-off,Yes
35380,7307,2023-03-13,53.18,103.0,Bank Transfer,One-off,No
35381,7307,2023-03-10,55.89,114.0,Cheque,One-off,No
35382,7307,2023-08-10,53.56,116.0,Cheque,One-off,Yes
35383,7307,2024-07-28,68.88,134.0,Bank Transfer,One-off,No
35384,7307,2023-03-21,74.67,100.0,Card,One-off,Yes
35385,7307,2023-02-16,37.71,118.0,Cash,One-off,No
35386,7307,2024-08-11,67.56,102.0,Cash,One-off,No
35387,7307,2023-04-07,50.41,114.0,Card,One-off,Yes
35388,7307,2023-02-13,46.4,131.0,Card,One-off,Yes
35389,7307,2023-02-10,56.04,131.0,Cash,One-off,No
35390,7308,2023-02-25,51.02,115.0,Bank Transfer,One-off,Yes
35391,7308,2023-08-14,31.77,116.0,Cash,One-off,Yes
35392,7309,2024-06-30,23.17,,Card,One-off,Yes
35393,7309,2024-04-06,11.72,101.0,Cash,One-off,Yes
35394,7309,2023-08-14,14.57,130.0,Card,One-off,Yes
35395,7309,2024-03-14,17.68,133.0,Card,One-off,Yes
35396,7309,2024-03-23,17.67,,Bank Transfer,One-off,No
35397,7309,2024-03-28,18.0,,Bank Transfer,One-off,No
35398,7309,2023-12-09,20.1,,Bank Transfer,One-off,No
35399,7309,2024-09-05,15.84,106.0,Card,One-off,No
35400,7309,2024-07-11,15.12,127.0,Card,One-off,No
35401,7310,2023-03-13,12.4,114.0,Direct Debit,Regular,No
35402,7310,2023-03-23,23.93,100.0,Direct Debit,One-off,Yes
35403,7310,2023-10-03,27.95,,Card,Regular,Yes
35404,7310,2024-04-03,40.39,101.0,Bank Transfer,Regular,Yes
35405,7310,2023-02-25,37.29,113.0,Direct Debit,One-off,Yes
35406,7310,2024-04-18,41.75,104.0,Direct Debit,Regular,No
35407,7310,2024-07-18,23.75,121.0,Direct Debit,Regular,Yes
35408,7310,2023-03-17,31.34,100.0,Direct Debit,Regular,Yes
35409,7310,2024-07-31,20.1,122.0,Bank Transfer,Regular,Yes
35410,7310,2024-04-29,46.95,104.0,Direct Debit,Regular,Yes
35411,7310,2023-10-02,32.6,123.0,Direct Debit,Regular,Yes
35412,7310,2023-03-28,39.53,100.0,Card,Regular,No
35413,7310,2023-08-31,23.95,117.0,Direct Debit,Regular,Yes
35414,7310,2023-05-28,41.1,,Direct Debit,Regular,No
35415,7310,2023-03-21,34.12,,Direct Debit,Regular,Yes
35416,7311,2024-08-15,198.16,122.0,Bank Transfer,One-off,Yes
35417,7312,2024-06-16,16.7,132.0,Bank Transfer,One-off,No
35418,7312,2024-10-06,13.15,124.0,Card,One-off,Yes
35419,7313,2023-09-21,5.0,,Cash,One-off,Yes
35420,7313,2024-06-05,7.41,,Card,One-off,No
35421,7314,2024-03-25,6.69,,Card,One-off,Yes
35422,7314,2024-02-19,7.4,,Card,One-off,Yes
35423,7314,2024-07-22,5.0,127.0,Card,One-off,No
35424,7314,2023-11-23,10.3,112.0,Card,One-off,No
35425,7315,2024-07-28,18.86,134.0,Cash,One-off,No
35426,7315,2024-07-29,24.7,134.0,Card,One-off,No
35427,7315,2024-08-31,18.29,125.0,Card,One-off,Yes
35428,7316,2023-09-09,13.43,123.0,Bank Transfer,One-off,Yes
35429,7318,2024-09-10,81.72,124.0,Direct Debit,Regular,No
35430,7318,2024-09-20,27.72,106.0,Direct Debit,Regular,No
35431,7318,2024-07-11,56.85,,Card,Regular,No
35432,7318,2023-04-30,42.38,111.0,Cash,Regular,No
35433,7318,2024-05-28,64.42,120.0,Direct Debit,Regular,Yes
35434,7318,2024-07-21,43.68,121.0,Direct Debit,Regular,Yes
35435,7318,2023-06-29,42.04,,Direct Debit,Regular,Yes
35436,7318,2024-06-10,63.53,120.0,Direct Debit,Regular,Yes
35437,7318,2024-03-15,81.93,133.0,Direct Debit,Regular,No
35438,7318,2023-03-24,61.14,103.0,Direct Debit,Regular,No
35439,7318,2023-07-07,51.48,,Direct Debit,Regular,No
35440,7318,2023-03-09,74.75,115.0,Direct Debit,Regular,Yes
35441,7320,2024-07-28,6.99,134.0,Bank Transfer,One-off,Yes
35442,7320,2024-07-22,5.48,,Bank Transfer,One-off,No
35443,7321,2023-01-31,22.05,131.0,Card,One-off,Yes
35444,7321,2024-05-30,65.69,120.0,Card,One-off,Yes
35445,7321,2024-04-09,62.61,101.0,Card,One-off,Yes
35446,7321,2023-02-02,48.35,113.0,Cheque,One-off,No
35447,7322,2023-05-26,13.09,126.0,Bank Transfer,One-off,Yes
35448,7322,2023-02-26,9.27,100.0,Card,One-off,No
35449,7322,2024-03-16,9.01,133.0,Card,One-off,No
35450,7322,2023-08-12,5.99,116.0,Card,One-off,Yes
35451,7322,2023-09-21,6.96,123.0,Card,One-off,No
35452,7322,2024-09-08,12.33,124.0,Card,One-off,No
35453,7322,2023-05-30,6.08,108.0,Card,One-off,Yes
35454,7323,2024-09-06,18.85,106.0,Card,One-off,Yes
35455,7323,2024-09-22,35.16,124.0,Cash,One-off,No
35456,7323,2024-04-20,42.42,,Card,One-off,Yes
35457,7324,2024-03-20,75.33,119.0,Card,One-off,No
35458,7324,2024-07-23,86.1,,Card,One-off,Yes
35459,7324,2024-03-30,77.41,101.0,Bank Transfer,One-off,Yes
35460,7324,2024-01-20,56.04,,Bank Transfer,One-off,Yes
35461,7324,2024-07-29,34.12,134.0,Card,One-off,Yes
35462,7324,2024-04-24,76.32,104.0,Cash,One-off,Yes
35463,7324,2024-04-22,61.86,104.0,Card,One-off,No
35464,7324,2024-09-25,64.81,107.0,Bank Transfer,One-off,No
35465,7325,2024-10-03,168.8,,Card,One-off,No
35466,7325,2024-09-13,173.35,125.0,Cash,One-off,No
35467,7325,2024-07-29,94.25,134.0,Card,One-off,Yes
35468,7326,2023-06-10,57.48,,Direct Debit,Regular,No
35469,7326,2024-07-31,52.69,121.0,Direct Debit,Regular,Yes
35470,7326,2023-12-29,49.45,105.0,Card,Regular,No
35471,7326,2023-08-24,46.65,109.0,Card,Regular,Yes
35472,7326,2024-09-08,88.42,124.0,Direct Debit,Regular,No
35473,7326,2023-03-19,91.18,100.0,Direct Debit,Regular,No
35474,7326,2023-06-29,97.82,,Direct Debit,Regular,Yes
35475,7326,2023-08-05,41.19,130.0,Cash,Regular,No
35476,7326,2024-01-01,20.04,129.0,Direct Debit,Regular,No
35477,7326,2024-04-07,45.09,101.0,Direct Debit,Regular,No
35478,7327,2024-09-23,5.0,106.0,Card,One-off,Yes
35479,7327,2024-09-24,5.0,124.0,Card,One-off,No
35480,7328,2024-06-15,36.93,132.0,Card,One-off,Yes
35481,7328,2024-01-02,29.74,129.0,Card,One-off,Yes
35482,7328,2024-09-21,32.39,106.0,Card,One-off,Yes
35483,7328,2024-08-01,24.08,122.0,Bank Transfer,One-off,Yes
35484,7329,2023-02-09,24.64,131.0,Card,One-off,Yes
35485,7329,2024-09-08,48.9,124.0,Cash,One-off,Yes
35486,7329,2024-01-20,66.99,129.0,Bank Transfer,One-off,Yes
35487,7329,2023-05-01,56.73,111.0,Cash,One-off,No
35488,7329,2024-10-04,55.2,107.0,Bank Transfer,One-off,Yes
35489,7329,2023-08-29,50.99,117.0,Card,One-off,Yes
35490,7329,2023-03-16,56.24,115.0,Cash,One-off,No
35491,7329,2024-07-29,40.89,134.0,Cheque,One-off,Yes
35492,7329,2024-09-03,53.05,102.0,Card,One-off,No
35493,7329,2023-09-05,48.74,117.0,Cash,One-off,Yes
35494,7329,2024-04-27,49.55,104.0,Bank Transfer,One-off,Yes
35495,7329,2024-03-20,39.76,119.0,Cash,One-off,Yes
35496,7329,2023-03-13,32.93,115.0,Bank Transfer,One-off,Yes
35497,7329,2023-07-29,59.09,116.0,Bank Transfer,One-off,No
35498,7329,2023-08-19,69.94,130.0,Cash,One-off,Yes
35499,7329,2024-01-20,54.02,129.0,Card,One-off,Yes
35500,7329,2023-09-08,37.87,123.0,Card,One-off,No
35501,7329,2024-03-16,37.99,133.0,Card,One-off,No
35502,7329,2023-03-13,58.3,110.0,Card,One-off,No
35503,7330,2024-07-22,39.21,122.0,Card,One-off,Yes
35504,7330,2023-03-12,40.7,114.0,Cheque,One-off,Yes
35505,7330,2024-09-07,64.9,124.0,Bank Transfer,One-off,No
35506,7330,2023-09-06,64.99,,Bank Transfer,One-off,No
35507,7330,2024-10-22,73.86,,Cash,One-off,Yes
35508,7330,2024-11-13,59.02,,Card,One-off,No
35509,7331,2024-04-02,346.66,,Direct Debit,Regular,Yes
35510,7331,2024-08-10,300.14,122.0,Direct Debit,Regular,No
35511,7331,2024-06-15,189.42,132.0,Bank Transfer,Regular,Yes
35512,7331,2024-04-20,335.82,104.0,Direct Debit,Regular,No
35513,7331,2024-07-28,186.25,134.0,Direct Debit,Regular,Yes
35514,7331,2023-12-20,252.7,,Direct Debit,Regular,Yes
35515,7331,2024-08-28,221.43,125.0,Direct Debit,Regular,No
35516,7331,2024-10-14,179.64,,Direct Debit,Regular,Yes
35517,7332,2024-09-21,51.38,106.0,Bank Transfer,One-off,No
35518,7332,2024-01-28,41.12,128.0,Card,One-off,Yes
35519,7332,2023-01-29,9.84,131.0,Cash,One-off,No
35520,7332,2024-06-06,39.41,120.0,Bank Transfer,One-off,Yes
35521,7332,2023-05-27,33.73,108.0,Bank Transfer,One-off,Yes
35522,7332,2023-06-09,41.44,126.0,Card,One-off,No
35523,7332,2023-08-19,48.41,116.0,Card,One-off,Yes
35524,7334,2024-09-08,7.2,124.0,Direct Debit,Regular,No
35525,7334,2023-12-16,9.82,112.0,Direct Debit,Regular,Yes
35526,7334,2023-02-23,8.72,115.0,Direct Debit,Regular,No
35527,7334,2023-02-18,9.15,113.0,Bank Transfer,Regular,No
35528,7334,2023-12-31,7.05,105.0,Direct Debit,Regular,No
35529,7335,2023-09-13,5.74,,Cash,One-off,Yes
35530,7335,2024-02-10,10.57,128.0,Card,One-off,No
35531,7336,2023-02-27,133.86,113.0,Cash,One-off,No
35532,7336,2023-07-31,161.96,116.0,Cheque,One-off,Yes
35533,7336,2023-06-05,163.05,126.0,Cash,One-off,No
35534,7336,2024-01-08,152.74,105.0,Card,One-off,Yes
35535,7336,2023-08-07,315.99,116.0,Bank Transfer,One-off,No
35536,7336,2023-03-25,248.89,114.0,Card,One-off,No
35537,7336,2023-12-01,157.96,112.0,Cash,One-off,No
35538,7336,2023-02-09,185.76,131.0,Cash,One-off,Yes
35539,7338,2023-01-30,36.48,113.0,Cash,One-off,Yes
35540,7338,2023-09-02,14.53,117.0,Card,One-off,Yes
35541,7339,2023-06-01,17.97,126.0,Card,One-off,Yes
35542,7339,2024-10-03,9.49,107.0,Card,One-off,No
35543,7340,2024-04-03,16.71,101.0,Cash,One-off,Yes
35544,7342,2023-05-31,5.0,126.0,Card,One-off,No
35545,7343,2024-08-07,22.99,121.0,Cheque,One-off,Yes
35546,7345,2024-09-14,15.21,124.0,Bank Transfer,One-off,Yes
35547,7345,2024-07-28,12.05,134.0,Card,One-off,No
35548,7345,2023-03-21,26.01,,Cash,One-off,Yes
35549,7345,2024-04-27,20.06,,Bank Transfer,One-off,No
35550,7345,2023-08-30,26.46,117.0,Cash,One-off,No
35551,7345,2023-03-20,9.64,110.0,Card,One-off,Yes
35552,7347,2023-05-20,39.78,111.0,Bank Transfer,One-off,Yes
35553,7347,2023-03-12,19.42,,Cash,One-off,No
35554,7347,2023-07-09,33.09,,Card,One-off,Yes
35555,7347,2023-05-21,30.83,108.0,Cheque,One-off,Yes
